id,name,state,lat,lng,population
1840003389,Scranton,PA,41.4044,-75.6649,380870
1840018794,Aurora,CO,39.7083,-104.7237,379434
1840020474,Oxnard,CA,34.1964,-119.1815,378990
1840020287,Modesto,CA,37.6375,-121.0028,376717
1840019304,Indio,CA,33.7346,-116.2346,367174
1840015109,Kissimmee,FL,28.3041,-81.4169,366003
1840003563,Youngstown,OH,41.0993,-80.6463,363541
1840015005,Pensacola,FL,30.4413,-87.1911,360711
1840020516,Lancaster,CA,34.6935,-118.1753,353619
1840019322,Anaheim,CA,33.839,-117.8574,353085
1840013368,Fayetteville,AR,36.0714,-94.1661,350995
1840014895,Jackson,MS,32.3157,-90.2125,350373
1840021731,Victorville,CA,34.5277,-117.3536,350275
1840014227,Bonita Springs,FL,26.3558,-81.7859,347581
1840013356,Greensboro,NC,36.0956,-79.8271,343505
1840019718,Corpus Christi,TX,27.7254,-97.3767,343031
1840002949,Flint,MI,43.0236,-83.6921,339283
1840013490,Fayetteville,NC,35.085,-78.9772,333366
1840021964,Santa Ana,CA,33.7367,-117.8819,332610
1840008261,Fort Wayne,IN,41.0888,-85.1436,329170
1840006009,Mobile,AL,30.6782,-88.1162,328610
1840003102,Lansing,MI,42.7142,-84.5601,326380
1840003172,Ann Arbor,MI,42.2759,-83.731,323593
1840005061,Huntsville,AL,34.6981,-86.6412,317279
1840015211,Lexington,KY,38.0423,-84.4587,316743
1840021488,Santa Rosa,CA,38.4458,-122.7067,313875
1840018903,Antioch,CA,37.9787,-121.796,313532
1840013411,Asheville,NC,35.5707,-82.5537,312618
1840020361,Henderson,NV,36.0133,-115.0381,309955
1840008940,St. Paul,MN,44.9478,-93.1039,305877
1840020151,Fort Collins,CO,40.5477,-105.0656,304657
1840015108,Lakeland,FL,28.0557,-81.9545,300268
1840009904,Springfield,MO,37.1943,-93.2916,295230
1840019585,The Woodlands,TX,30.1738,-95.5134,294943
1840015768,Shreveport,LA,32.4653,-93.7955,291388
1840001383,Trenton,NJ,40.2237,-74.7641,291085
1840020662,Plano,TX,33.0502,-96.7486,288870
1840011171,Round Lake Beach,IL,42.3791,-88.0811,287012
1840009241,South Bend,IN,41.6767,-86.2696,285569
1840015830,Savannah,GA,32.0286,-81.1821,284429
1840002791,Newark,NJ,40.7245,-74.1725,281917
1840007081,Davenport,IA,41.5565,-90.6053,281895
1840014717,Myrtle Beach,SC,33.7094,-78.8844,281180
1840009357,Lincoln,NE,40.8099,-96.6784,280780
1840009132,Rockford,IL,42.2596,-89.064,280337
1840001185,Reading,PA,40.34,-75.9267,278693
1840000963,Canton,OH,40.8078,-81.3676,277769
1840019325,Irvine,CA,33.6772,-117.7738,272694
1840020007,Eugene,OR,44.0564,-123.1174,270013
1840019350,Chula Vista,CA,32.6281,-117.0144,268779
1840015977,St. Petersburg,FL,27.7931,-82.6652,264001
1840021224,Salem,OR,44.9233,-123.0244,263571
1840015044,Lafayette,LA,30.2082,-92.0325,263551
1840021002,Laredo,TX,27.5625,-99.4874,262774
1840003600,Jersey City,NJ,40.7184,-74.0686,262652
1840021864,Santa Clarita,CA,34.4175,-118.4964,260999
1630035605,Aguadilla,PR,18.4382,-67.1537,260331
1840015576,Wilmington,NC,34.2099,-77.8866,260170
1840020604,Lubbock,TX,33.5657,-101.8879,257835
1840019309,Chandler,AZ,33.2825,-111.8514,257076
1840021940,Scottsdale,AZ,33.6872,-111.8651,254995
1840015913,Tallahassee,FL,30.4551,-84.2527,254250
1840008353,Montgomery,AL,32.3482,-86.2668,253540
1840009373,Peoria,IL,40.752,-89.6154,253461
1840020563,Glendale,AZ,33.5791,-112.2311,250290
1840014887,Columbus,GA,32.51,-84.8771,249510
1840023385,Anchorage,AK,61.1508,-149.1091,248902
1840021947,Gilbert,AZ,33.31,-111.7463,248349
1840020363,North Las Vegas,NV,36.2883,-115.0888,247248
1840019310,Avondale,AZ,33.3873,-112.3235,247103
1840020657,McKinney,TX,33.2016,-96.667,244536
1840003869,Norfolk,VA,36.8945,-76.259,244300
1840003874,Chesapeake,VA,36.6778,-76.3023,242647
1840018481,Kennewick,WA,46.1978,-119.1732,240876
1840015970,Winter Haven,FL,28.0118,-81.7014,240768
1840019438,Irving,TX,32.8583,-96.9702,240475
1840020707,Garland,TX,32.91,-96.6304,238622
1840001472,York,PA,39.9651,-76.7315,236818
1840014559,Concord,NC,35.3933,-80.6369,236626
1840006112,Arlington,VA,38.8786,-77.1011,236434
1840003798,Atlantic City,NJ,39.3797,-74.4527,236314
1840021639,Visalia,CA,36.3276,-119.3269,235184
1840020292,Fremont,CA,37.5265,-121.9843,234829
1840015157,Hialeah,FL,25.8696,-80.3045,233876
1840002984,Nashua,NH,42.7491,-71.491,231409
1840020854,Killeen,TX,31.0753,-97.7297,231312
1840013947,Gulfport,MS,30.4274,-89.0704,230156
1840019743,Brownsville,TX,25.9975,-97.458,229387
1840013730,Evansville,IN,37.9881,-87.5341,227338
1840002400,Appleton,WI,44.278,-88.3892,225728
1840027017,Navarre,FL,30.4174,-86.8907,223951
1840073592,Bel Air South,MD,39.5022,-76.3113,222834
1840003185,Kalamazoo,MI,42.2749,-85.5882,220561
1840018410,Bremerton,WA,47.5436,-122.7121,219538
1840033832,Spring Valley,NV,36.0952,-115.2636,218697
1840021728,San Bernardino,CA,34.1416,-117.2943,216784
1840003858,Roanoke,VA,37.2785,-79.9581,216388
1840015482,Spartanburg,SC,34.9442,-81.9251,216021
1840021129,Tacoma,WA,47.2431,-122.4531,215766
1840033827,Enterprise,NV,36.0091,-115.2278,214591
1840002344,Green Bay,WI,44.5148,-87.9895,214438
1840000327,Portland,ME,43.6773,-70.2715,213986
1840021844,Thousand Oaks,CA,34.1914,-118.8756,212806
1840020402,Fontana,CA,34.0968,-117.4599,212704
1840014524,Hickory,NC,35.741,-81.3223,211042
1840020552,Moreno Valley,CA,33.9244,-117.2045,208751
1840015072,Deltona,FL,28.905,-81.2137,205914
1840000177,Fargo,ND,46.8651,-96.8292,205472
1840021829,Santa Barbara,CA,34.4285,-119.7202,205215
1840019570,College Station,TX,30.5852,-96.2959,203848
1840014022,Gainesville,FL,29.6804,-82.3459,203541
1840019156,Amarillo,TX,35.1984,-101.8316,202902
1840004828,Norwich,CT,41.5495,-72.0882,201726
1840019865,Olympia,WA,47.0417,-122.8959,200836
1840003478,Yonkers,NY,40.9466,-73.8673,200183
1840020578,Huntington Beach,CA,33.696,-118.0018,199778
1840020483,Glendale,CA,34.1819,-118.2468,199357
1840007034,Aurora,IL,41.7638,-88.2902,199326
1840006211,Huntington,WV,38.4109,-82.4345,199133
1840033833,Sunrise Manor,NV,36.1783,-115.0487,198187
1840015120,North Port,FL,27.0576,-82.1977,195848
1840005613,Hagerstown,MD,39.6401,-77.7217,194602
1840020709,Grand Prairie,TX,32.6871,-97.0208,193835
1840003834,Overland Park,KS,38.887,-94.687,193412
1840033743,Paradise,NV,36.0872,-115.1355,193150
1840021942,Tempe,AZ,33.3881,-111.9319,191607
1840021632,Salinas,CA,36.6883,-121.6317,190345
1840000478,Erie,PA,42.1167,-80.0733,189513
1840000471,Cedar Rapids,IA,41.9662,-91.6783,188618
1840004851,Waterbury,CT,41.5582,-73.0361,188607
1840020654,Frisco,TX,33.156,-96.8216,188387
1840022140,Waco,TX,31.5599,-97.1882,186695
1840013468,Gastonia,NC,35.2494,-81.1854,184902
1840014421,Clarksville,TN,36.5692,-87.3413,183798
1840021189,Vancouver,WA,45.6366,-122.5967,182792
1840000644,Lorain,OH,41.4409,-82.184,182015
1840020041,Nampa,ID,43.5844,-116.5638,181887
1840014236,Fort Lauderdale,FL,26.1412,-80.1464,181818
1840020550,Hemet,CA,33.7341,-116.9969,180380
1840003862,Newport News,VA,37.1051,-76.5185,179582
1840020410,Ontario,CA,34.0393,-117.6064,178194
1840020411,Rancho Cucamonga,CA,34.1247,-117.5667,178060
1840021499,Vallejo,CA,38.1125,-122.2342,177255
1840020623,Oceanside,CA,33.2247,-117.3083,175694
1840073853,Vero Beach South,FL,27.6132,-80.4163,174748
1840015067,Ocala,FL,29.178,-82.1511,174618
1840002648,Sioux Falls,SD,43.5396,-96.7311,173921
1840004837,Danbury,CT,41.4015,-73.4709,173508
1840020245,Elk Grove,CA,38.4161,-121.3842,173370
1840014479,High Point,NC,35.991,-79.9937,173324
1840020577,Garden Grove,CA,33.7787,-117.9601,172800
1840020567,Peoria,AZ,33.7843,-112.2989,172109
1840015141,Pembroke Pines,FL,26.0128,-80.3382,171979
1840020076,Medford,OR,42.3372,-122.854,171660
1840014495,Murfreesboro,TN,35.849,-86.4121,169243
1840016196,Cary,NC,35.7819,-78.8195,169177
1840008354,Lafayette,IN,40.3991,-86.8593,168164
1840019305,Corona,CA,33.8616,-117.5649,168112
1840021579,Santa Cruz,CA,36.9789,-122.0346,165933
1840014105,Spring Hill,FL,28.4798,-82.53,165526
1840002870,Muskegon,MI,43.2281,-86.2562,164136
1840002983,Manchester,NH,42.9848,-71.4447,163488
1840019789,Marysville,WA,48.0809,-122.1561,162700
1840009517,Springfield,IL,39.7709,-89.654,162348
1840005710,Frederick,MD,39.4337,-77.4141,158866
1840020293,Hayward,CA,37.6328,-122.0766,158817
1840003837,Alexandria,VA,38.8185,-77.0861,158309
1630035622,Bayamon,PR,18.3794,-66.1635,157517
1840020919,Port Arthur,TX,29.8554,-93.9264,156988
1840020198,Lakewood,CO,39.6977,-105.1172,155733
1840003845,Fredericksburg,VA,38.2992,-77.4872,155414
1840015083,Leesburg,FL,28.7672,-81.8962,154301
1840015144,Hollywood,FL,26.0293,-80.1679,153834
1840020502,Palmdale,CA,34.5944,-118.1057,153240
1840043455,Macon,GA,32.8065,-83.6974,153026
1840001626,Kansas City,KS,39.1235,-94.7443,153014
1840007239,Champaign,IL,40.1142,-88.2737,152940
1840021573,Sunnyvale,CA,37.3836,-122.0255,152569
1840020930,Pasadena,TX,29.6575,-95.1498,152537
1840020507,Pomona,CA,34.0585,-117.7626,151124
1840020620,Escondido,CA,33.1348,-117.0723,150396
1840015476,Mauldin,SC,34.7821,-82.3032,149687
1840003219,New Bedford,MA,41.6697,-70.9428,149570
1840015034,Panama City,FL,30.1995,-85.6003,149366
1840005563,Tuscaloosa,AL,33.2348,-87.5268,149302
1840015800,Warner Robins,GA,32.5961,-83.6527,148171
1840008143,Naperville,IL,41.748,-88.1659,147734
1840020313,Merced,CA,37.3057,-120.4779,147690
1840008187,Elkhart,IN,41.6916,-85.9627,147679
1840008192,Joliet,IL,41.5188,-88.1499,147323
1840000460,Binghamton,NY,42.1014,-75.9093,146870
1840015063,Houma,LA,29.58,-90.7059,146665
1840018417,Bellevue,WA,47.5951,-122.1535,146145
1840001621,Topeka,KS,39.0346,-95.6955,145717
1840000838,Paterson,NJ,40.9147,-74.1624,145484
1840015039,Lake Charles,LA,30.201,-93.2111,145029
1840021873,Torrance,CA,33.8346,-118.3416,144430
1840021422,Thornton,CO,39.9197,-104.9438,144186
1840022076,Tyler,TX,32.3184,-95.3062,143616
1840029463,Athens,GA,33.9508,-83.3689,143081
1840019612,Beaumont,TX,30.0849,-94.1451,142759
1840020255,Pueblo,CO,38.2701,-104.6114,142726
1840020794,Odessa,TX,31.8801,-102.3448,142581
1840020713,Mesquite,TX,32.7602,-96.5865,142429
1840020253,Fairfield,CA,38.2583,-122.0335,142042
1840020505,Pasadena,CA,34.1597,-118.139,142017
1840006196,Charleston,WV,38.3484,-81.6322,141640
1840020576,Fullerton,CA,33.8841,-117.9279,141061
1840015137,Miramar,FL,25.9773,-80.3351,140479
1840020792,Midland,TX,32.0243,-102.1147,140111
1840013612,Gainesville,GA,34.2902,-83.8294,139507
1840020582,Orange,CA,33.8038,-117.8218,139322
1840003833,Olathe,KS,38.8833,-94.82,139216
1840021830,Santa Maria,CA,34.9333,-120.4431,139072
1840021941,Surprise,AZ,33.6815,-112.4515,139007
1840020233,Roseville,CA,38.7703,-121.3196,138860
1840013994,Metairie,LA,29.9977,-90.178,138511
1840021998,Yuma,AZ,32.5995,-114.5491,137612
1840019436,Carrollton,TX,32.989,-96.8999,137319
1840013362,Burlington,NC,36.076,-79.4685,137096
1840021389,West Valley City,UT,40.6886,-112.0123,135610
1840003866,Hampton,VA,37.0551,-76.363,135169
1840002493,Racine,WI,42.7274,-87.8135,134679
1840020149,Greeley,CO,40.4152,-104.7706,134417
1840021036,Harlingen,TX,26.1916,-97.6977,134306
1630035637,Carolina,PR,18.4054,-65.9792,134207
1840002418,Warren,MI,42.4934,-83.027,134188
1840020230,Grand Junction,CO,39.0877,-108.5673,134074
1840015134,Coral Springs,FL,26.2702,-80.2591,133370
1840007391,Columbia,MO,38.9472,-92.3268,132806
1840007207,Bloomington,IL,40.4757,-88.9703,132710
1840003094,Sterling Heights,MI,42.5809,-83.0305,132296
1840004841,Stamford,CT,41.1039,-73.5585,130057
1840018424,Kent,WA,47.3887,-122.2128,130038
1840018346,Bellingham,WA,48.7548,-122.469,129653
1840020683,Las Cruces,NM,32.3265,-106.7893,129538
1840013407,Greenville,NC,35.5943,-77.376,129374
1840020879,Round Rock,TX,30.527,-97.6642,128812
1840003613,Elizabeth,NJ,40.6658,-74.1913,128484
1840002432,South Lyon,MI,42.4614,-83.6526,128071
1840021843,Simi Valley,CA,34.2663,-118.749,126782
1840021571,Santa Clara,CA,37.3646,-121.968,126723
1840021154,Yakima,WA,46.5923,-120.5496,126487
1840014462,Johnson City,TN,36.3406,-82.3806,126265
1840005810,Dover,DE,39.161,-75.5202,125931
1840020979,Pearland,TX,29.5581,-95.3218,125817
1840003855,Lynchburg,VA,37.4003,-79.1909,125710
1840013456,Fort Smith,AR,35.3495,-94.3695,125306
1840021463,Yuba City,CA,39.1357,-121.6383,124815
1840014220,Lehigh Acres,FL,26.612,-81.6388,124523
1840003160,Kenosha,WI,42.5865,-87.8773,123865
1630023566,Arecibo,PR,18.4491,-66.7387,123499
1840018914,Berkeley,CA,37.8722,-122.276,123065
1840018774,Boulder,CO,40.0248,-105.2524,122549
1840022234,Texas City,TX,29.4154,-94.9682,122017
1840000532,Iowa City,IA,41.6559,-91.5303,120928
1840006175,Waldorf,MD,38.6085,-76.9194,120707
1840019206,East Los Angeles,CA,34.0326,-118.1691,120504
1840020141,Redding,CA,40.5698,-122.365,120370
1840018788,Arvada,CO,39.832,-105.151,120229
1840014065,The Villages,FL,28.9034,-81.9887,119296
1840002813,Saginaw,MI,43.4199,-83.9501,118845
1630023669,Ponce,PR,18.0127,-66.6212,118641
1840020710,Richardson,TX,32.9716,-96.7093,118583
1840022217,Sugar Land,TX,29.5935,-95.6358,118563
1840000437,Leominster,MA,42.5209,-71.7717,118190
1840008881,St. Cloud,MN,45.534,-94.1718,118139
1840007685,Duluth,MN,46.7756,-92.1393,117934
1840000429,Cambridge,MA,42.3759,-71.1185,117822
1840014881,Monroe,LA,32.5185,-92.0774,117197
1840008534,Independence,MO,39.0871,-94.3501,117139
1840008987,Rochester,MN,44.0154,-92.478,116962
1840014618,Rock Hill,SC,34.9415,-81.0241,116746
1840007376,Bloomington,IN,39.1637,-86.5257,116615
1840018496,Billings,MT,45.7891,-108.5526,116593
1840021634,Seaside,CA,36.6224,-121.8199,116189
1840015110,Clearwater,FL,27.979,-82.7623,115975
1840014151,Brandon,FL,27.9367,-82.3,115909
1840002310,Burlington,VT,44.4876,-73.2316,115682
1840001373,Pottstown,PA,40.2508,-75.6445,115413
1840000440,Waterloo,IA,42.4918,-92.3522,115266
1840021388,West Jordan,UT,40.6024,-112.0008,115181
1840018402,Coeur d'Alene,ID,47.704,-116.7936,114880
1840021423,Westminster,CO,39.8837,-105.0624,114832
1840021559,St. George,UT,37.0758,-113.5752,114612
1840020327,Gilroy,CA,37.0046,-121.5854,114461
1840019352,Carlsbad,CA,33.1246,-117.2834,114411
1840020480,El Monte,CA,34.0739,-118.0291,113917
1840015164,North Charleston,SC,32.9067,-80.0722,113880
1840018778,Chico,CA,39.7578,-121.8161,113201
1840021937,Temecula,CA,33.4928,-117.1315,113117
1840019326,Costa Mesa,CA,33.6667,-117.9135,112958
1840002746,Utica,NY,43.0962,-75.2261,112948
1840018944,Clovis,CA,36.8278,-119.683,112663
1840020451,Norman,OK,35.2335,-97.3471,112576
1840008134,Elgin,IL,42.0383,-88.324,112062
1840018792,Centennial,CO,39.5926,-104.8673,111331
1840000426,Lowell,MA,42.6389,-71.3217,111311
1840019245,Downey,CA,33.9379,-118.1311,111263
1840015143,Pompano Beach,FL,26.2428,-80.1312,111202
1840015993,West Palm Beach,FL,26.7469,-80.132,111006
1840019476,Abilene,TX,32.4543,-99.7384,110993
1840019785,Everett,WA,47.9525,-122.1669,110840
1840015151,Miami Gardens,FL,25.9433,-80.2426,110767
1840019939,Gresham,OR,45.5021,-122.4413,110456
1840020630,El Centro,CA,32.7865,-115.5595,110434
1840020277,Richmond,CA,37.9477,-122.3389,110051
1840019237,Inglewood,CA,33.9566,-118.3444,109309
1840006219,Salisbury,MD,38.3756,-75.5865,108982
1840019059,Broken Arrow,OK,36.038,-95.7806,108875
1840037414,San Buenaventura,CA,34.2741,-119.2314,108467
1840015609,Sandy Springs,GA,33.9366,-84.3703,108180
1840019932,Hillsboro,OR,45.5273,-122.936,108026
1840000447,Sioux City,IA,42.4959,-96.3901,107932
1840014653,Jacksonville,NC,34.7289,-77.3941,107890
1840020046,Meridian,ID,43.6116,-116.3977,107787
1840020639,Lewisville,TX,33.0454,-96.9815,107740
1840018618,Bend,OR,44.0563,-121.3095,107460
1840018926,Daly City,CA,37.6862,-122.4685,107197
1840028579,Highlands Ranch,CO,39.5419,-104.9708,107017
1840043419,Jurupa Valley,CA,34.001,-117.4706,106646
1840022154,Temple,TX,31.1068,-97.3891,106332
1840020108,Logan,UT,41.7399,-111.8422,106319
1840023244,Kailua,HI,21.392,-157.7396,106260
1840021876,West Covina,CA,34.0555,-117.9113,105808
1840017272,Davie,FL,26.0789,-80.287,105594
1840005803,Columbia,MD,39.2004,-76.859,105412
1840020973,League City,TX,29.4874,-95.1087,105410
1840015909,Mandeville,LA,30.3751,-90.0904,105097
1840027990,San Tan Valley,AZ,33.1786,-111.5629,104936
1840021533,Turlock,CA,37.5053,-120.8588,104719
1840020501,Norwalk,CA,33.9069,-118.0829,104524
1840019396,Allen,TX,33.1088,-96.6735,104040
1630023526,San German,PR,18.0827,-67.046,103747
1840021551,San Mateo,CA,37.5522,-122.3121,103619
1840020407,Rialto,CA,34.1175,-117.3892,103549
1840019233,Burbank,CA,34.1879,-118.3235,103411
1840020618,El Cajon,CA,32.8017,-116.9604,103249
1840002296,Eau Claire,WI,44.8197,-91.4948,103197
1840021337,Sparks,NV,39.5736,-119.7161,102895
1840001678,Charlottesville,VA,38.0375,-78.4855,102164
1840019827,Renton,WA,47.4784,-122.1918,101871
1840018644,Idaho Falls,ID,43.4871,-112.0362,101326
1840021994,Vista,CA,33.1896,-117.2386,100659
1840002996,Holland,MI,42.7677,-86.0984,100202
1840020178,Longmont,CO,40.1686,-105.1005,100146
1840021923,Wichita Falls,TX,33.9072,-98.5291,100005
1840020180,Lafayette,CO,39.9946,-105.0998,99475
1840021498,Vacaville,CA,38.3587,-121.9673,99397
1840021094,Spokane Valley,WA,47.6626,-117.2346,99275
1840002577,La Crosse,WI,43.8241,-91.2268,99227
1840007260,Carmel,IN,39.965,-86.146,99130
1840014207,Boca Raton,FL,26.3752,-80.108,98776
1840020746,Longview,TX,32.5193,-94.7622,98775
1840014425,Kingsport,TN,36.5224,-82.5454,98767
1840029465,South Fulton,GA,33.6273,-84.58,98586
1840018556,Beaverton,OR,45.4779,-122.8168,98567
1840020387,Rio Rancho,NM,35.2873,-106.6982,97976
1840021772,Prescott Valley,AZ,34.598,-112.3185,97901
1840020171,Orem,UT,40.2981,-111.6994,97883
1840021020,Edinburg,TX,26.3196,-98.1597,97734
1840022146,San Angelo,TX,31.4424,-100.4504,97481
1840002932,Portsmouth,NH,43.058,-70.7826,97455
1840021518,Tracy,CA,37.7269,-121.4523,97372
1840019826,Federal Way,WA,47.3091,-122.3358,96812
1840001632,Lawrence,KS,38.9597,-95.2642,96694
1840020265,Manteca,CA,37.7927,-121.2264,96553
1840021991,San Marcos,CA,33.135,-117.1743,96219
1840037422,Sandy,UT,40.5709,-111.8506,96137
1840014158,Riverview,FL,27.8227,-82.3023,95849
1840019240,Compton,CA,33.893,-118.2274,95804
1840000467,Brockton,MA,42.0821,-71.0242,95740
1840021707,Santa Fe,NM,35.6619,-105.9819,95498
1840020382,Hanford,CA,36.3274,-119.6549,95459
1840003804,Middletown,OH,39.5033,-84.3659,95296
1840020404,Hesperia,CA,34.3975,-117.3147,95163
1840003872,Portsmouth,VA,36.8468,-76.354,94961
1840021870,South Gate,CA,33.9447,-118.1926,94905
1840014741,Roswell,GA,34.0391,-84.3513,94884
1840016000,Sunrise,FL,26.1547,-80.2997,94657
1840013265,Bowling Green,KY,36.9716,-86.4378,94555
1840032155,Lee's Summit,MO,38.9171,-94.3816,94520
1840015911,Slidell,LA,30.2887,-89.7828,94498
1840006446,Blacksburg,VA,37.23,-80.4279,94398
1840000461,Quincy,MA,42.2506,-71.0187,94389
1840015142,Plantation,FL,26.1259,-80.2617,94366
1840003969,Dearborn,MI,42.3127,-83.213,94328
1840000409,Lynn,MA,42.4781,-70.9664,94201
1840003985,Livonia,MI,42.3972,-83.3733,93970
1840019840,Missoula,MT,46.8751,-114.0214,93723
